AF3,F7,F3,FC5,T7,P7,O1,O2,P8,T8,FC6,F4,F8,AF4,label,sampling_rate
4105.158,4089.7937,4093.8065,4094.9346,4094.3988,4097.4898,4094.5276,4100.4244,4099.939,4097.6539,4091.9511,4098.1895,4098.6972,4097.4155,relax,
4099.8289,4104.8651,4097.2186,4097.5003,4101.0419,4100.3485,4101.339,4096.7926,4092.9665,4093.4233,4097.2364,4102.5818,4102.4329,4092.4452,relax,
4097.8382,4095.3894,4091.5579,4104.5252,4096.8655,4099.1312,4106.1154,4093.5209,4094.2344,4101.7657,4090.5314,4096.0222,4095.9231,4099.5833,relax,
4085.8968,4082.0295,4089.1022,4090.0008,4084.2921,4086.2139,4087.7999,4085.3057,4093.2238,4087.2008,4085.5088,4081.0622,4084.104,4090.215,relax,
4077.0923,4070.2577,4071.8924,4081.0217,4079.991,4080.6465,4081.1696,4079.2873,4083.2406,4080.4624,4083.0408,4075.5844,4072.8666,4076.8744,relax,
4080.2403,4074.4501,4069.7369,4077.1687,4077.068,4089.8799,4079.454,4083.6942,4089.2075,4085.9525,4077.0299,4073.415,4076.667,4073.8951,relax,
4094.4911,4088.7862,4083.7052,4093.9475,4095.3497,4090.5961,4095.1914,4092.3079,4086.6761,4090.8792,4085.4257,4086.5685,4085.6493,4089.8369,relax,
4107.72,4100.3785,4102.4167,4104.7685,4104.8809,4102.8734,4092.8793,4106.8541,4109.6737,4109.3586,4106.9557,4108.7841,4103.0404,4107.7284,relax,
4113.8849,4116.2056,4110.896,4116.2667,4108.9225,4112.5127,4108.3821,4105.8136,4112.8177,4105.6471,4112.8665,4114.4646,4118.6944,4118.1053,relax,
4117.7069,4116.2535,4105.5922,4108.7962,4109.6649,4112.426,4109.0163,4111.969,4107.4896,4109.6039,4110.5023,4113.234,4110.8298,4114.4537,relax,
4104.8753,4101.8745,4104.9725,4096.4352,4103.8795,4102.4921,4102.7962,4099.1573,4099.7494,4106.0972,4103.0917,4112.8124,4098.8562,4104.6477,relax,
4090.9378,4092.3666,4092.3315,4093.6349,4098.7776,4091.0928,4098.1526,4089.949,4094.0463,4100.9255,4097.406,4096.5806,4098.034,4097.7512,relax,
4095.6104,4099.0612,4089.1767,4093.3957,4096.692,4097.2576,4096.7234,4099.7173,4092.255,4088.7441,4098.7682,4093.3273,4091.2518,4093.2414,relax,
4095.1699,4100.8159,4100.3877,4097.9661,4098.7388,4096.6698,4100.5735,4087.0142,4091.8666,4096.4156,4095.0653,4093.025,4099.271,4092.9854,relax,
4099.7202,4099.0058,4098.8535,4094.9639,4097.0518,4102.6182,4099.6565,4101.3337,4097.3901,4091.0154,4096.4147,4098.02,4103.7147,4103.3946,relax,
4094.5576,4089.8091,4093.6234,4092.4397,4093.0152,4089.1808,4096.2219,4094.2469,4097.3325,4088.1428,4088.9787,4107.6947,4089.715,4094.0086,relax,
4082.9073,4079.0088,4089.2542,4083.8625,4087.0979,4094.3673,4085.1172,4086.3307,4085.7117,4081.0094,4085.2284,4084.236,4083.6708,4083.7796,relax,
4076.4873,4077.1365,4073.897,4082.5014,4078.5092,4087.8002,4083.281,4087.1121,4089.521,4072.2366,4076.8507,4073.2469,4082.6113,4071.3974,relax,
4087.7162,4072.9925,4079.7341,4079.0949,4085.7324,4082.2195,4084.2119,4078.7247,4084.9128,4077.7204,4075.4014,4078.6836,4078.6187,4080.9085,relax,
4086.8243,4094.3725,4093.8279,4091.78,4090.3771,4093.4257,4097.5791,4092.5481,4097.1313,4092.4964,4099.8887,4092.6451,4091.9863,4085.7936,relax,
4104.333,4109.8818,4108.0085,4108.3584,4102.2481,4103.8232,4100.8069,4104.4824,4103.5523,4112.4452,4104.481,4113.3935,4104.1386,4108.1803,relax,
4115.7522,4121.3827,4119.0169,4115.0434,4111.7336,4105.5335,4113.6332,4113.5797,4109.7338,4110.8488,4117.0912,4116.5679,4115.5435,4117.1471,relax,
4113.917,4111.0802,4116.6759,4110.1272,4106.6389,4105.073,4100.0383,4112.277,4109.6147,4111.8184,4109.3208,4119.5853,4113.5653,4121.1111,relax,
4104.0327,4102.9372,4101.3275,4102.7789,4102.0751,4106.8225,4106.3637,4100.5646,4105.7279,4090.3045,4100.5878,4104.4381,4106.6643,4105.7786,relax,
4094.9856,4093.4587,4092.074,4102.9757,4099.9832,4100.757,4095.6315,4093.4512,4097.7447,4095.3958,4094.8556,4095.1736,4092.7728,4091.7242,relax,
4093.0648,4088.7286,4096.5846,4097.7817,4091.6639,4087.5109,4096.5522,4095.9316,4094.9027,4089.4043,4086.7566,4101.0379,4093.4046,4096.052,relax,
4097.1207,4098.8895,4092.1784,4095.3402,4091.4769,4092.4936,4093.8939,4089.5038,4094.9975,4094.0548,4092.3781,4096.7601,4097.1899,4094.0559,relax,
4105.5158,4100.1646,4101.8371,4095.8608,4100.5138,4099.943,4092.6893,4094.0345,4108.5416,4095.2946,4099.1217,4096.492,4100.6173,4093.4895,relax,
4085.7891,4095.0904,4091.0996,4081.1377,4092.1322,4091.5583,4095.624,4094.0656,4093.6549,4092.3884,4092.2101,4085.6949,4087.2934,4086.401,relax,
4073.0138,4083.646,4084.0985,4084.3587,4082.3172,4083.2785,4085.0773,4091.2884,4087.5335,4091.6778,4078.0244,4078.8856,4075.4503,4072.7094,relax,
4072.0026,4074.086,4072.4425,4071.16,4081.8262,4080.8387,4087.5038,4086.0463,4076.7272,4082.6219,4074.9035,4080.6238,4075.3105,4070.6096,relax,
4077.6448,4075.2748,4085.7071,4091.0942,4078.3742,4084.9554,4086.8593,4084.9238,4090.8327,4090.2832,4081.6354,4088.8944,4081.4095,4078.3033,relax,
4097.1192,4093.0159,4101.8125,4098.4665,4094.5802,4095.2579,4092.3689,4097.05,4090.8254,4096.0127,4093.9312,4098.2682,4100.1703,4099.1478,relax,
4112.2199,4107.8664,4110.1747,4109.3016,4108.6462,4103.7534,4100.8202,4105.383,4111.4613,4114.1838,4112.5409,4107.4123,4116.3393,4109.3275,relax,
4116.3121,4118.2975,4112.0015,4117.9222,4110.7579,4111.6331,4104.8714,4111.5508,4112.0891,4109.5191,4118.4966,4106.8817,4118.0363,4118.9642,relax,
4110.6874,4112.4322,4114.4373,4107.3461,4106.9571,4106.5548,4106.8626,4110.1982,4104.8647,4112.7028,4105.0771,4113.6412,4104.8449,4114.1546,relax,
4105.6606,4110.0509,4102.4273,4098.424,4104.4398,4100.2276,4099.9146,4103.1893,4104.434,4093.4053,4101.6235,4102.1643,4097.6807,4096.276,relax,
4094.9576,4093.4631,4092.3882,4094.8305,4094.0999,4095.6054,4101.9042,4095.4765,4103.0565,4100.4804,4099.2503,4092.373,4094.1443,4091.5461,relax,
4096.5534,4094.7549,4096.7455,4096.3221,4095.961,4093.9063,4091.5308,4093.656,4098.2004,4094.634,4094.8719,4098.45,4096.9735,4088.9907,relax,
4097.1417,4093.8026,4097.1295,4098.7318,4098.9742,4103.5331,4094.7577,4095.5812,4099.1741,4100.7845,4093.045,4100.0931,4099.9497,4096.8619,relax,
4094.4883,4098.5898,4097.3524,4097.293,4092.825,4088.8784,4095.4226,4094.7142,4097.6002,4092.6941,4098.229,4097.2822,4092.6987,4099.3929,relax,
4085.3105,4085.0144,4088.431,4088.4868,4086.4163,4092.8898,4091.1181,4088.1219,4083.3934,4091.7422,4088.9418,4087.9051,4093.3076,4076.7197,relax,
4081.1175,4083.8909,4073.7171,4084.0912,4079.9782,4079.8544,4085.2155,4092.9317,4085.471,4083.4254,4083.5752,4075.1474,4084.4258,4082.3231,relax,
4074.611,4072.5138,4079.0306,4078.6941,4083.7869,4086.6827,4085.7307,4080.3748,4088.0978,4082.3293,4078.8119,4077.203,4076.9138,4075.8859,relax,
4082.9627,4083.1217,4081.0783,4082.893,4085.998,4091.6615,4087.4623,4088.3656,4087.2995,4089.2861,4087.5342,4091.1768,4078.2599,4081.261,relax,
4101.9815,4092.5062,4106.3596,4098.4871,4095.1852,4102.0967,4089.1265,4098.7675,4094.2477,4098.3016,4100.4478,4102.5644,4100.892,4108.035,relax,
4115.1969,4111.3074,4118.3375,4110.898,4109.8002,4091.6203,4107.6664,4105.5544,4105.6298,4105.502,4114.7718,4105.2664,4125.2717,4119.5655,relax,
4120.772,4124.0992,4118.528,4111.0544,4115.0157,4103.4315,4110.5125,4112.9047,4112.1155,4105.1026,4115.4547,4116.937,4113.5288,4110.0449,relax,
4107.6643,4108.4346,4115.596,4120.1376,4109.9272,4102.6907,4102.8471,4108.86,4108.2989,4108.0637,4110.0774,4115.8909,4119.3813,4112.4447,relax,
4102.3453,4103.0427,4099.4048,4091.7976,4101.6294,4096.4918,4104.2357,4099.699,4105.4158,4096.2243,4105.0929,4094.7269,4104.7756,4100.7612,relax,
4099.1748,4094.0616,4098.2009,4097.5506,4097.1646,4097.4257,4102.4228,4093.4558,4101.2687,4094.2156,4100.3678,4104.8299,4092.3007,4086.8009,relax,
4096.2274,4092.857,4093.5008,4094.3409,4093.5912,4101.4675,4100.2793,4100.4141,4104.992,4092.6433,4085.6709,4103.7009,4096.6257,4095.3497,relax,
4089.8377,4091.5167,4099.733,4096.2669,4088.0601,4092.8677,4100.7422,4101.6604,4097.4863,4108.0076,4100.9464,4104.2065,4102.2566,4100.3743,relax,
4088.0016,4087.2739,4090.6043,4094.9201,4094.3137,4095.9138,4094.5464,4096.5374,4098.3652,4094.3411,4092.7347,4083.0845,4097.1642,4090.265,relax,
4079.9614,4088.557,4088.2639,4088.7982,4091.8747,4084.1825,4088.6342,4087.3509,4095.4782,4091.5179,4085.1026,4087.956,4086.585,4083.1282,relax,
4076.0896,4080.2378,4075.3957,4073.5757,4083.4805,4081.877,4080.0941,4081.6026,4081.9354,4082.1708,4080.8244,4075.1144,4078.6351,4072.7286,relax,
4075.993,4078.0854,4077.8622,4083.9968,4080.6673,4076.3131,4084.1499,4087.6991,4082.7859,4083.0711,4071.3576,4072.2489,4078.6279,4076.9215,relax,
4082.4006,4088.1421,4083.4061,4082.9121,4089.5015,4090.5095,4092.0748,4093.4094,4096.3499,4093.0125,4086.0785,4090.0089,4080.804,4085.8051,relax,
4107.4264,4105.0636,4105.9484,4109.4101,4097.653,4103.5066,4099.3771,4104.2092,4100.798,4103.7443,4107.9571,4105.1591,4101.5077,4101.7418,relax,
4113.972,4118.4108,4120.3376,4111.6213,4102.0414,4105.9148,4108.525,4103.0019,4100.6149,4107.5011,4104.4378,4116.3901,4112.6541,4116.9892,relax,
4124.0669,4112.5029,4108.4583,4114.1908,4112.5192,4104.01,4106.4239,4106.509,4109.8395,4108.1814,4124.9581,4116.0001,4116.8807,4116.9413,relax,
4100.4128,4114.7106,4097.1592,4113.4154,4100.3048,4099.5554,4103.3567,4112.5759,4106.2695,4104.8255,4104.9172,4112.3893,4107.7066,4113.8404,relax,
4093.0448,4102.4246,4101.7788,4094.4781,4095.0046,4098.3497,4096.6013,4099.7074,4093.2005,4095.5969,4108.375,4097.1373,4098.6064,4100.1904,relax,
4094.618,4100.5917,4093.4647,4099.2053,4092.4066,4098.9315,4095.0043,4095.1616,4095.4847,4098.0294,4091.0117,4091.8716,4103.913,4097.7579,relax,
4094.5565,4098.5684,4095.7595,4086.9944,4096.6453,4095.5125,4097.3965,4092.9011,4095.1182,4100.5685,4095.3966,4094.2841,4097.4602,4094.4233,relax,
4100.4285,4095.4402,4097.598,4093.3091,4091.1093,4098.9715,4097.1296,4098.6314,4099.041,4090.2235,4096.6048,4088.1212,4098.2157,4091.8146,relax,
4092.6638,4094.323,4089.0531,4091.7434,4097.5578,4086.2611,4095.8677,4093.7667,4096.6693,4086.0609,4091.8498,4095.6278,4096.8558,4087.7175,relax,
4079.5594,4089.8819,4076.2241,4083.559,4086.9033,4087.5062,4084.2953,4091.8902,4090.3606,4093.4582,4080.5701,4079.9765,4086.9026,4087.9388,relax,
4072.9399,4069.6301,4073.9571,4081.4427,4083.9795,4086.6397,4091.7292,4082.3042,4078.5701,4076.4562,4077.0927,4078.8977,4082.6509,4073.8549,relax,
4075.3841,4077.2746,4081.8847,4076.4121,4082.3484,4083.2855,4085.1405,4092.482,4080.0272,4092.5892,4076.8389,4073.6972,4075.1627,4077.9201,relax,
4088.7963,4094.1952,4086.1297,4083.5892,4089.9419,4092.8306,4086.4043,4091.8573,4093.8539,4088.199,4086.9861,4085.0437,4089.1365,4090.6779,relax,
4117.4825,4109.8941,4100.6061,4098.2466,4102.2739,4108.5833,4104.0845,4099.3467,4106.3019,4108.2245,4110.2408,4101.3872,4106.9829,4101.3676,relax,
4114.8953,4110.3486,4115.2999,4107.9496,4113.2547,4109.221,4104.043,4109.4426,4115.3933,4111.5365,4111.359,4115.2123,4115.0466,4115.311,relax,
4111.3814,4114.0469,4121.4209,4110.4737,4102.5048,4108.9819,4111.97,4100.669,4110.0971,4111.8719,4115.9301,4118.6784,4117.9935,4111.8926,relax,
4112.123,4113.5298,4107.6795,4108.4127,4100.684,4109.4072,4100.6291,4109.7005,4102.6755,4107.4527,4104.7934,4116.0771,4100.1312,4111.1361,relax,
4091.9971,4094.978,4107.5377,4103.084,4090.7194,4098.5648,4095.7651,4100.5229,4105.9906,4101.3771,4101.1905,4102.0019,4095.4271,4103.1194,relax,
4099.7464,4093.6051,4093.4871,4101.8495,4096.8762,4091.4879,4094.3359,4094.2022,4095.7791,4095.7488,4095.0525,4102.7528,4099.3837,4101.9939,relax,
4089.3263,4096.5369,4100.7957,4098.9856,4093.3498,4093.0391,4099.8946,4095.2045,4098.6562,4096.6936,4095.6134,4096.5785,4092.7739,4102.9097,relax,
4096.9976,4100.5457,4092.7837,4092.8818,4093.9582,4091.8366,4098.0912,4098.2286,4093.2304,4093.9565,4096.5503,4091.8902,4093.311,4101.0469,relax,
4085.0372,4086.9134,4098.6806,4081.1133,4086.1576,4098.4033,4090.2141,4093.8516,4099.6928,4088.0269,4087.2528,4090.3048,4088.6774,4085.9238,relax,
4077.498,4074.875,4081.3316,4084.963,4083.8542,4084.3235,4088.8514,4084.5033,4083.9862,4084.2267,4087.513,4079.2719,4079.7326,4077.3747,relax,
4070.8122,4071.326,4070.5631,4080.5193,4078.5859,4082.1778,4081.7956,4078.389,4079.9494,4086.4501,4075.4196,4071.5341,4073.4742,4071.0088,relax,
4078.2877,4077.9622,4078.4734,4079.1353,4085.5091,4086.0692,4087.161,4088.8468,4084.4272,4088.9309,4082.9637,4084.8151,4079.29,4078.4622,relax,
4089.6896,4092.9106,4095.9769,4091.6726,4099.6764,4093.9537,4100.4702,4089.9423,4092.7435,4091.7223,4097.1772,4095.2732,4092.5424,4090.5951,relax,
4109.3624,4110.7517,4111.7351,4106.5373,4102.8323,4104.4901,4103.5213,4104.0144,4102.2679,4111.5825,4104.2606,4114.442,4113.428,4113.2582,relax,
4126.5783,4118.5356,4115.9687,4112.3734,4108.0882,4113.1986,4102.0803,4102.3132,4115.9791,4114.824,4116.123,4120.9289,4119.4094,4118.3346,relax,
4111.5342,4119.9721,4117.4809,4107.6222,4110.2708,4106.9704,4106.6711,4105.8207,4111.0501,4108.868,4108.5072,4118.3881,4116.7829,4111.7057,relax,
4110.1021,4110.5202,4106.8583,4106.7232,4100.9206,4096.479,4104.5694,4102.1305,4105.1977,4103.0388,4104.931,4108.1175,4106.7164,4111.9307,relax,
4098.224,4093.6716,4100.1824,4093.9228,4088.3726,4093.9646,4096.2838,4094.8544,4092.205,4097.6099,4104.0015,4102.9236,4099.4821,4103.604,relax,
4094.5689,4092.7628,4099.0179,4091.9301,4097.5475,4096.0956,4094.7209,4094.3396,4100.7472,4089.854,4097.3404,4095.1498,4093.3251,4096.4862,relax,
4097.1006,4095.6171,4096.8305,4101.5293,4093.4923,4097.5742,4088.961,4097.7433,4088.4347,4098.4214,4093.9692,4096.5069,4090.035,4095.9335,relax,
4096.3295,4095.8688,4093.2018,4093.6009,4098.6832,4097.164,4091.9583,4092.1381,4091.5006,4093.9588,4088.9841,4084.6373,4092.5162,4094.045,relax,
4085.9011,4090.7967,4080.8529,4085.2717,4083.2897,4090.4765,4089.9425,4088.4375,4089.659,4086.2319,4083.2362,4092.345,4089.6981,4084.4187,relax,
4069.5904,4077.3282,4079.6727,4080.4845,4087.0805,4088.7612,4085.135,4083.6009,4081.8761,4081.39,4083.4231,4075.6791,4071.4623,4077.616,relax,
4071.9393,4073.3061,4066.3742,4081.7482,4083.6398,4077.2535,4084.3013,4079.3593,4076.3586,4072.4596,4080.1854,4077.7479,4073.9355,4072.0957,relax,
4086.8962,4078.7897,4076.4274,4083.6114,4087.879,4085.1384,4081.9114,4084.5469,4089.0659,4088.54,4076.4184,4076.2759,4077.8707,4079.7747,relax,
4104.8273,4094.8567,4096.2484,4092.8114,4106.3413,4093.5923,4093.953,4096.6249,4090.7025,4099.2351,4095.9667,4092.6291,4093.6168,4088.4239,relax,
4109.8824,4101.0735,4109.0144,4106.9014,4103.951,4103.3313,4101.0065,4109.3105,4111.4197,4105.6287,4113.4584,4109.5902,4108.9623,4108.7895,relax,
4122.4729,4119.3133,4112.6265,4115.5863,4109.089,4106.6021,4108.2124,4100.6398,4108.4741,4118.7152,4116.6891,4113.2461,4119.0545,4120.0375,relax,
4115.2064,4111.6878,4114.8533,4110.0221,4108.4206,4111.2518,4109.9175,4101.4688,4106.4202,4115.541,4119.5779,4116.3296,4120.4692,4121.3224,relax,
4106.8985,4098.0701,4106.2677,4100.0124,4103.8585,4109.8407,4102.9366,4098.8011,4098.1786,4095.4611,4097.5171,4113.0194,4109.4791,4106.9023,relax,
4099.0476,4099.0124,4099.3198,4104.496,4099.9025,4090.2659,4102.1456,4090.1836,4096.5709,4092.7978,4099.089,4094.3381,4093.7092,4095.4733,relax,
4099.7116,4095.6587,4099.0886,4101.8062,4097.2454,4098.5542,4092.3593,4095.899,4091.6784,4098.5073,4099.9899,4100.2831,4096.2886,4100.0381,relax,
4094.5859,4093.0213,4097.2421,4098.2377,4104.2817,4098.4169,4091.1632,4091.6545,4090.2935,4095.7765,4090.9351,4100.6832,4094.1012,4097.7343,relax,
4091.5098,4092.89,4087.1648,4091.7885,4091.0285,4092.5367,4093.8483,4096.0755,4091.0796,4096.0324,4093.2394,4097.8659,4078.2643,4088.3323,relax,
4087.3371,4073.8614,4089.3371,4085.371,4079.0648,4090.684,4084.6671,4085.2262,4093.6402,4085.6862,4081.2048,4091.4304,4087.6627,4080.9645,relax,
4070.7745,4075.7647,4082.007,4074.4159,4076.7812,4087.8576,4083.3964,4084.9267,4084.8589,4080.3164,4068.6496,4074.8491,4081.5447,4082.6222,relax,
4072.4589,4075.5841,4080.2379,4079.9271,4082.4171,4074.2417,4082.3384,4084.8628,4076.1021,4079.7713,4084.3784,4073.7474,4069.9613,4065.382,relax,
4082.6996,4082.0245,4080.3311,4086.3058,4088.6558,4088.7452,4090.5092,4084.1913,4085.4848,4086.212,4085.1805,4087.7634,4081.4226,4079.6344,relax,
4105.4575,4099.7208,4093.6352,4097.5625,4093.3004,4093.5569,4092.4871,4094.6403,4106.3437,4102.287,4104.3331,4103.5778,4098.5475,4101.1218,relax,
4114.7867,4107.8981,4108.2557,4114.3017,4102.8867,4107.829,4108.1636,4108.5662,4108.5023,4102.9574,4112.8619,4112.3523,4108.2602,4106.4204,relax,
4121.775,4110.8839,4111.2232,4122.1678,4106.5354,4108.7022,4108.7516,4108.7453,4106.3048,4108.5076,4118.3987,4116.9374,4117.0011,4111.3197,relax,
4113.2365,4116.6171,4111.0519,4107.8189,4109.9996,4110.1134,4107.4912,4103.8908,4110.7173,4115.0159,4116.3049,4107.7154,4124.9055,4110.2288,relax,
4101.6412,4106.4971,4105.3238,4105.8813,4107.9953,4106.049,4097.9094,4101.7716,4106.3718,4106.9604,4108.9337,4108.9711,4108.1111,4104.4908,relax,
4094.1982,4100.744,4097.3771,4103.7548,4094.7311,4096.5578,4096.0925,4101.6728,4101.0883,4098.3127,4099.9448,4105.6523,4092.0037,4102.463,relax,
4100.6864,4101.1796,4099.5472,4093.1976,4094.0784,4098.8686,4093.8334,4095.3972,4090.1989,4091.4648,4097.6798,4094.6332,4093.2875,4095.6153,relax,
4095.2913,4093.2704,4094.9292,4094.8225,4093.7689,4094.806,4091.4555,4092.9982,4087.5031,4090.1091,4089.7204,4092.6433,4098.8367,4094.0496,relax,
4089.0926,4085.6221,4090.2399,4096.7757,4090.8451,4088.1955,4087.4317,4093.1468,4087.7292,4094.0476,4085.9433,4082.467,4091.3117,4083.3159,relax,
4082.0008,4085.6969,4078.519,4083.6943,4091.0575,4084.2865,4093.8535,4086.1455,4082.3949,4085.879,4083.7616,4085.4277,4085.0928,4081.0544,relax,
4075.2453,4076.1496,4077.6594,4075.2216,4076.7121,4082.8066,4094.5993,4087.0734,4079.1723,4086.6128,4069.8385,4073.4833,4077.0158,4069.9276,relax,
4071.7239,4076.0485,4073.6826,4075.3439,4077.6475,4076.6201,4080.7467,4084.2061,4086.8858,4079.3308,4073.6337,4082.2743,4072.1555,4074.479,relax,
4082.1386,4084.2223,4088.2397,4089.7519,4094.6099,4092.6055,4091.3559,4093.238,4085.8095,4094.3679,4090.038,4088.6526,4089.4921,4079.9653,relax,
4098.3297,4102.5707,4102.8959,4103.7925,4100.8202,4099.3812,4104.6012,4100.9683,4103.1059,4105.1747,4106.5482,4103.587,4104.9447,4103.9294,relax,
4120.5688,4122.9677,4110.4768,4109.212,4115.3131,4108.9117,4104.8253,4103.7684,4111.9169,4111.2198,4120.2539,4114.2916,4117.4516,4122.8942,relax,
4114.264,4112.9061,4119.1654,4112.9095,4109.6738,4107.7561,4107.8881,4104.8637,4105.2808,4112.9005,4115.699,4121.9952,4119.2075,4121.6955,relax,
4117.5944,4108.6935,4111.1024,4111.9658,4111.6325,4109.7359,4104.8152,4104.9179,4108.1492,4103.2675,4114.2605,4116.1854,4116.0691,4118.5566,relax,
4109.7983,4097.0937,4105.9233,4098.1259,4098.4655,4101.3528,4105.8317,4102.4241,4102.8098,4109.4188,4104.8095,4101.2233,4099.0544,4102.315,relax,
4099.7313,4092.7271,4100.774,4099.8626,4095.2215,4098.3868,4099.7735,4095.1798,4100.9015,4095.2347,4100.9771,4104.8516,4100.1779,4094.1899,relax,
4096.3548,4096.3242,4092.5552,4090.962,4094.4735,4099.4734,4099.2715,4100.7996,4095.8206,4103.8585,4092.6154,4097.7633,4095.0336,4101.9656,relax,
4092.7343,4088.8843,4093.8442,4088.7962,4090.3384,4097.6686,4094.1535,4097.6571,4090.4686,4099.0145,4092.5829,4085.0474,4089.4298,4087.0155,relax,
4080.0312,4089.1421,4088.1582,4090.2724,4086.5782,4092.0587,4084.8687,4088.8094,4089.2969,4087.2461,4088.311,4086.6046,4088.9846,4087.1006,relax,
4080.901,4077.4293,4081.1995,4081.9738,4084.8635,4085.1828,4077.5356,4093.8315,4080.9866,4080.7053,4079.5747,4073.3534,4086.3338,4074.601,relax,
4069.1252,4071.4385,4075.5398,4082.2717,4081.6417,4078.4195,4088.7385,4084.5817,4078.6266,4080.2626,4077.2137,4074.7399,4074.7637,4071.9561,relax,
4083.2459,4089.5541,4078.1032,4076.1669,4078.8677,4087.1293,4078.997,4084.766,4085.4566,4083.7953,4078.2171,4084.7622,4081.4043,4073.9113,relax,
4092.3327,4089.2799,4087.6786,4088.9294,4096.3779,4089.6836,4092.1786,4096.544,4093.1362,4092.6094,4087.8985,4099.0671,4093.2889,4079.7254,relax,
4111.2272,4099.665,4099.7215,4101.2167,4107.4381,4100.9166,4102.0479,4094.5254,4106.3083,4101.3378,4098.8512,4106.5089,4106.7687,4106.3506,relax,
4122.9925,4117.5421,4122.0896,4113.2423,4110.4074,4112.5528,4111.9845,4106.0175,4116.6394,4110.4306,4113.4808,4117.848,4111.7847,4111.2428,relax,
4128.0529,4121.2273,4114.2276,4115.6123,4113.7452,4108.3461,4114.124,4106.4135,4114.2675,4108.7294,4117.0926,4124.1229,4118.868,4117.8775,relax,
4114.5671,4114.4582,4110.5538,4108.5647,4114.3635,4112.1961,4102.5408,4099.9206,4101.4746,4102.8564,4109.0085,4111.9632,4106.0238,4114.2989,relax,
4093.5697,4104.6399,4110.8792,4098.4856,4090.3581,4102.1757,4103.5776,4099.1412,4102.4244,4107.0411,4110.1035,4106.84,4099.1366,4105.8602,relax,
4095.0245,4098.6003,4097.818,4096.1367,4104.061,4096.9047,4091.6495,4099.0915,4100.5598,4098.1406,4095.3211,4097.054,4096.3073,4097.0069,relax,
4092.5038,4094.5094,4089.9428,4096.4358,4092.4295,4099.0949,4097.1667,4101.6648,4090.1294,4101.2038,4094.9825,4097.8417,4098.9526,4099.1557,relax,
4091.0054,4093.2063,4090.8116,4094.7178,4089.0787,4094.4736,4099.4323,4101.3005,4097.1278,4098.4912,4093.9017,4095.3936,4099.1681,4090.542,relax,
4076.8379,4084.045,4084.9577,4082.4554,4083.0094,4086.3414,4084.4182,4092.9889,4095.132,4090.5024,4080.1727,4085.0421,4081.2931,4084.3078,relax,
4071.6137,4081.3689,4079.403,4077.8426,4084.5179,4083.5965,4091.941,4077.425,4084.9953,4087.472,4077.6578,4074.5974,4078.1467,4071.2273,relax,
4069.5237,4070.4929,4072.9063,4068.1681,4078.0177,4083.6359,4081.8343,4081.7008,4084.9979,4086.74,4073.5871,4078.4362,4067.5877,4068.2867,relax,
4080.0904,4081.1442,4079.8679,4085.0172,4083.6353,4088.2183,4084.6566,4084.1026,4077.6687,4087.1516,4078.0865,4083.4215,4084.1523,4077.0584,relax,
